episode,step,ego_speed,rel_speed,distance,ttc,brake_flag,brake_value
25,36,8.319719314577622,7.908021766251652,29.763482899632027,3.7637077614847936,0,0.1544945106114142
25,37,8.544576644900088,7.780356660709236,28.924190354186987,3.717591829723438,0,0.1538859226038595
25,38,8.76943397522228,8.274058762816443,28.05540843309683,3.3907673654890655,0,0.1794244807026898
25,39,8.99429130554478,8.542432722969307,27.189554646099207,3.1828819175819336,0,0.19734318439205462
25,40,9.219148635866942,8.667547065481312,26.29860324606769,3.0341459985608186,0,0.21004910029709917
25,41,9.444005966189454,8.685776966608268,25.381175981423663,2.922153778412621,0,0.21855799506248838
25,42,9.668863296511605,8.759150475743624,24.441286824774835,2.7903718394220016,0,0.2308133894346433
25,43,9.893720626834122,8.878787505194499,23.479527678962366,2.64445203415734,0,0.24687610665958046
25,44,10.11857795715627,9.063443838598356,22.495989781163804,2.4820576131735335,0,0.26849888192663457
27,62,14.745522499104991,8.835276350548835,10.872787191668518,1.2306108785146392,1,0.527910718308139
27,63,14.979573249837706,8.930154902356161,10.033408785451572,1.12354252475557,1,0.5844274003610186
27,64,15.213624000570451,9.02633173006243,9.215748795561721,1.0209849439577356,1,0.6500594023765202
27,65,15.447674751303248,9.124077165531485,8.434264707630074,0.924396468225044,1,0.725757886294723
27,66,15.68172550203599,9.223703871454706,7.709713588510325,0.8358587500158324,1,0.8113972844658963
27,67,15.915776252768765,9.325567943534029,7.07126329771669,0.7582662354221136,1,0.904304442460287
27,68,16.149839401267556,7.988982767373246,9.855890808143334,1.2336853257957299,1,0.4761548112801263
27,69,16.383909225486743,8.188474578977042,9.205525623946341,1.12420519049793,1,0.535572797680957
27,70,16.617979049705994,8.394975444789427,8.65046414877417,1.0304335260615107,1,0.59904650869994
27,71,16.85204887392491,8.607259741344643,8.227843113160446,0.9559189986608997,1,0.6620715213043012
29,63,14.652119636535645,14.647446399501822,12.749150537574833,0.8704009005971476,1,1.0
30,61,14.74977779389922,13.12035977841631,20.081752777192566,1.530579428944328,1,0.6303053068690815
30,62,14.987681388870302,13.374907374395198,18.764575958359387,1.4029686661069611,1,0.7009772173855011
30,63,15.225584983841397,13.593301177038393,17.422859192019228,1.281723914235761,1,0.7798149261216539
30,64,15.463488578812123,13.797459006322411,16.05950927748933,1.1639468738504952,1,0.8716197168229532
30,65,15.701392173783134,13.989769816413126,14.675956726245264,1.0490491922910046,1,0.9805636884177175
30,66,15.939295768754112,14.17169034482543,13.273384094440853,0.9366126249920088,1,1.0
30,67,16.177185058610362,14.344100236905996,11.852806091551532,0.8263192459472221,1,1.0
30,68,16.41506958009497,14.507536172877709,10.41515350371457,0.7179133230896936,1,1.0
30,69,16.65295410157936,14.662310361877593,8.961330414187453,0.6111813345246843,1,1.0
30,70,16.89083862306405,14.808580160157986,7.4921951298646325,0.505936088999413,1,1.0
30,71,17.128723144549,14.94641947747488,6.008613587049724,0.4020102336954381,1,1.0
30,72,9.265289329406778,-0.4516658641335205,4.5114135751061895,inf,1,0.0
31,61,14.713121414191274,8.927151551543929,54.64921720204096,6.121685835230333,0,0.10722670518989624
31,62,14.950433731085877,9.187643490246106,53.741273549842575,5.849298964081052,0,0.11549452771863217
31,63,15.187746047980585,9.382212606538282,52.79911099866456,5.627575627722386,0,0.12258717068354602
31,64,15.425058364875165,9.441100898940501,51.82858144523544,5.489675621521188,0,0.12645530325851362
31,65,15.662370681769838,9.494633687458592,50.843014530095346,5.354921127421019,0,0.1303725700804895
31,66,15.899682998664405,9.607402251926942,49.849388886586425,5.188643878899544,0,0.13614860696913433
31,67,16.136995315559062,9.767277025364168,48.844951245977406,5.000877022238063,0,0.1436112367939299
31,68,16.374307632453757,9.956969543410244,47.8254868282749,4.803217145514614,0,0.15242494588647365
31,83,19.93399238587319,14.991955990545282,9.699049321682889,0.6469502263613648,1,1.0
31,84,20.171304702767962,15.162696518448753,8.176946949189816,0.539280525679635,1,1.0
31,85,20.40861701966264,15.246627621855414,6.6344353646794865,0.4351411688686681,1,1.0
31,86,20.645929336557323,15.328826154209791,5.086801136538036,0.331845445004348,1,1.0
33,62,14.544258117677131,7.638128197736106,32.34156025750521,4.234225901980939,0,0.13263984642392307
33,63,14.775123596192573,7.725026677048504,31.691353992494165,4.102426479205695,0,0.13845870737944718
33,64,15.005989074708381,7.81797949235563,31.064750485140163,3.973501147644999,0,0.1446712639310912
33,65,15.236854553223953,7.917865199516618,30.466386050869836,3.84780307357718,0,0.15130607243146763
33,66,15.467720031739741,8.025536798630853,29.901420110508045,3.7257844379467793,0,0.15838624314629682
33,67,15.698585510255176,8.141763843793075,29.375486459476335,3.60800030841854,0,0.16592545869921502
33,68,15.929450988770974,8.267175319180343,28.89468154417973,3.4951093243592326,0,0.1739231828711022
35,63,14.593250274663298,14.590176961116967,49.947456359863324,3.423361929946019,0,0.31337823795651404
35,64,14.821273803716071,14.817680633937824,48.48348236083989,3.2720021141362206,0,0.3329873584199532
35,65,15.049297332768917,15.046224017305251,46.99684524536144,3.1234976424190237,0,0.3541990831840772
35,66,15.277320861821742,15.273727693557035,45.487266540527465,2.97813784906716,0,0.37710417370818633
35,67,15.50534439087454,15.502271074398557,43.955024719238516,2.835392602044526,0,0.4020158874279382
35,68,15.733367919927327,15.729774752486685,42.39984130859399,2.6955148421239215,0,0.42908355267312437
35,69,15.961391448980168,15.958318131361038,40.82199478149454,2.5580386633145125,0,0.4587130608231727
35,70,16.189399719243912,16.185806552939273,39.22120666503948,2.4231851861541664,0,0.4911439874984564
35,71,16.417404174810386,16.414330856141824,37.59775543212954,2.290544510260156,0,0.5269210386251293
35,72,16.64540863037698,16.641815465332712,35.95137023925847,2.160303382413435,0,0.5664310447431947
35,73,16.8734130859434,16.870339765635556,34.282318115235334,2.032105967721381,0,0.6104337957477949
35,74,17.101417541509914,17.09782437806075,32.59033203125101,1.9061098833761347,1,0.6595595458265466
35,75,17.329421997076345,17.326348675328003,30.87567901611468,1.7820072535005809,1,0.7149220204488038
35,76,17.557426452642837,17.553833290560544,29.138092041017106,1.659927581554846,1,0.7775779199123942
35,77,17.785430908209314,17.782357585120742,27.377838134767636,1.5396067705710654,1,0.8492599006554129
35,78,18.013435363775773,18.00984220292862,25.594650268556837,1.4211479467818344,1,0.9318193127993923
35,79,18.241439819342215,18.238366495097022,23.788787841799742,1.3043266702747105,1,1.0
35,80,18.46944427490882,18.465851115428908,21.960006713870296,1.1892225587978391,1,1.0
35,81,18.697448730475227,18.69437540463921,20.108543396000215,1.0756467098125173,1,1.0
35,82,18.925453186041732,18.92186002807464,18.234153747563138,0.9636554609593802,1,1.0
35,83,19.15345764160823,19.150384314436472,16.337097167974807,0.8530950031984019,1,1.0
35,84,19.381462097174747,19.377868940418374,14.41710662842483,0.7439985621098726,1,1.0
35,85,19.609466552741225,19.606393224248624,12.474456787118708,0.6362443435894501,1,1.0
38,63,14.418611526489322,11.81862060902521,46.19436663018065,3.9086089788604124,0,0.22233388552088484
38,64,14.64390754699712,11.997031718334433,45.00893798500427,3.751672833891026,0,0.2351310266723734
38,65,14.86920356750495,12.173185008933771,43.80572140835756,3.5985423187283367,0,0.24873603079542064
38,66,15.094499588012749,12.34709717246125,42.58492670865855,3.4489828753951355,0,0.2632297187003944
38,67,15.319795608520577,12.518734828153518,41.34679039720417,3.302793050957428,0,0.2787020542160907
38,68,15.545091629028372,12.688016910639522,40.091545170579835,3.1597960069678908,0,0.29525400305673766
38,69,15.770387649536206,12.854833747834249,38.819416095963454,3.0198302722120896,0,0.3130004929445776
38,70,15.995683670044002,13.019042290346206,37.53065875810956,2.882751121097367,0,0.3320725519255302
38,71,16.220979690551832,13.11420000956294,36.22713091455122,2.7624354431177056,0,0.3490685781889513
38,72,16.44627571105963,13.209357739350754,34.913803115737466,2.643111330971758,0,0.36747460955680955
38,73,16.67157173156746,13.304520243844687,33.59096527882888,2.5247783958515666,0,0.3874690740973191
38,74,16.896867752075252,13.399687520500343,32.258605959882004,2.4074147931083596,0,0.40926521845498715
38,75,17.122163772583082,13.494859571782326,30.916740417801,2.291001270027865,0,0.4331159040118718
38,76,17.34745979309088,13.590041158397282,29.565345764477485,2.175515542586055,0,0.4593245659128942
38,77,17.572755813598715,13.685237052692019,28.20443725873473,2.060938889851867,0,0.4882568014509776
38,78,17.79805183410651,13.78045201343987,26.834007271171583,1.9472516028502385,1,0.5203582982891606
38,79,18.02334785461434,13.875695578329804,25.45404817236641,1.8344340309770815,1,0.556177936340011
38,80,18.248643875122134,14.211884110878179,24.058799978923883,1.6928649144069923,1,0.6172917105480334
38,81,18.473939895629968,14.54064359517428,22.63049128584528,1.5563610467253213,1,0.6869646169074918
38,82,18.69923591613776,14.850089701445613,21.168027177795263,1.4254477651899045,1,0.7660177995052261
38,83,18.924531936645593,15.115660469805281,19.672282048714884,1.301450379096025,1,0.8540053778706488
38,84,19.149827957153388,15.312703155085416,18.146170222092234,1.1850402922534164,1,0.9501230151254718
38,85,19.37512397766122,15.422571123116228,16.597270978385776,1.0761675758141807,1,1.0
38,86,19.600419998169013,15.506655895538554,15.03491295854877,0.9695780353825024,1,1.0
38,87,19.825716018676847,15.579891734833666,13.464098444479992,0.8641971763113627,1,1.0
38,88,20.05101203918464,15.66091646552658,11.886990761992061,0.7590226784082637,1,1.0
38,89,20.276308059692475,15.747275680804051,10.305266080537972,0.6544158043222743,1,1.0
38,90,20.501604080200266,15.836911573217256,8.722902512429688,0.5507956821064472,1,1.0
38,91,20.726900100708104,15.92951030818151,7.147810764464885,0.4487150343092291,1,1.0
38,92,20.952196121215895,16.024713221620054,5.596355055591304,0.3492327742902052,1,1.0
39,64,14.423835754401052,8.422301768915627,30.77986526489685,3.654566899810782,0,0.16945561861386968
39,65,14.645736694342633,8.39189863179178,29.938240051276882,3.5675168832305926,0,0.17296382615179498
39,66,14.867637634284092,8.366511821571702,29.099536895761332,3.4780966687613906,0,0.17687394898707717
39,67,15.089538574225612,8.348153591001893,28.26321792603712,3.385565157366151,0,0.1813094104930262
39,68,15.311439514167144,8.33937978736628,27.42853546144021,3.289037813458621,0,0.18643436926701515
39,69,15.533340454108627,8.343184947894795,26.594478607194166,3.1875691085937934,0,0.1924568411109639
39,70,15.755241394050106,8.362887859315485,25.75971603395251,3.0802417140220966,0,0.19963310741179607
39,71,15.977142333991665,8.401740550979941,24.922588348406208,2.966360148493201,0,0.20826029530737775
39,72,16.199043273933146,8.462518215182996,24.081100463884756,2.845618745101161,0,0.21866737681628315
39,73,16.42094421387466,10.195585727698804,23.190734863296623,2.274585833778369,0,0.3295876594417279
39,74,16.64284515381615,10.411163806914246,22.172187805189118,2.1296550718435685,0,0.3594604406269934
39,75,16.864746093757656,10.59495592118002,21.12752532960123,1.9941116779321286,1,0.3906706355409398
39,76,17.08664703369918,10.569950580603074,20.069358825693115,1.8987183215901136,1,0.4093299357446945
39,77,17.308547973640696,10.552126407627972,19.012687683113217,1.8017873316386008,1,0.4306233227392514
39,78,17.530448913582184,10.544058322911386,17.957603454595926,1.7031016810268875,1,0.455227315393734
39,79,17.752349853523747,10.548779010778967,16.903045654301422,1.602369870202943,1,0.4840614704020967
39,80,17.97425079346521,10.569607257846767,15.84769439697582,1.4993645468908654,1,0.5183375889906295
39,81,18.196151733406726,10.609785556796123,14.789855957033218,1.3939825529800216,1,0.5596420767771777
39,82,18.418052673348225,10.672031879417805,13.727546691895359,1.2863105027235209,1,0.610045727502269
39,83,18.639953613289737,10.758015155795821,12.65853881835941,1.1766611809930099,1,0.6722670373929474
39,84,18.86185455323122,10.867973804474346,11.580436706543058,1.0655561850706146,1,0.7499517454954979
39,85,19.083755493172724,11.000686645501032,10.490890502930998,0.9536577889182467,1,0.8481805815994736
39,86,19.30565643311426,11.153694152832307,9.387680053716277,0.8416655437277184,1,0.9744067298144166
39,87,19.527557373055796,11.323810577400941,8.26883697510695,0.7302168222072845,1,1.0
39,88,19.749458312997238,11.507678985599131,7.132728576675474,0.6198233879830563,1,1.0
39,89,19.971359252938754,11.70217132568113,5.978019714381504,0.5108470512017179,1,1.0
39,90,20.193260192880256,11.904579162600156,4.803726196336987,0.40351919464978164,1,1.0
39,91,15.045454141142077,-0.6402937566544562,4.374237071192418,inf,1,0.0
40,62,14.49076366424584,7.706429215812454,18.585063785526497,2.4116310245726638,0,0.23496513408200267
40,63,14.720770835876706,7.75208747645422,17.75283850001743,2.290072003694355,0,0.24890327953561506
40,64,14.950778007507552,7.873231359911199,16.925583418097414,2.149763247689995,0,0.2692920121337881
40,65,15.18078517913842,7.935582781226036,16.100443976235933,2.02889244811689,0,0.287594709347581
40,66,15.410792350769292,7.966626845887044,15.280392677301451,1.918050509067123,1,0.3054045672717417
40,67,15.640799522400156,8.014672965074237,14.462160088104035,1.804460412935898,1,0.32658748531344733
40,68,15.870806694031014,8.094003891322211,13.642887986660927,1.6855549082806616,1,0.35308689264667054
40,69,16.100822448730728,8.201408681302802,12.82022861964066,1.563173976303319,1,0.3857822386502755
40,70,16.33084869384792,8.324630224904482,11.9910309042643,1.4404280526949036,1,0.4249467111187729
